1,1.748,2.189,2.094,2.713,1.821,5.028,4.409,2.248,2.361,2.486,4.11,2.576,3.716,3.088,2.093,2.405,1.958,2.365,2.786,4.024,3.2,1.019,1.378,2.224,1.684,2.718,2.325,2.818,3.756,1.757,1.98,1.655,1.975,1.357,1.82,1.51,0.994,1.18,2.215,2.002,2.46,3.751,1.086,1.284,1.515,2.215,1.352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,-1,1.815,2.284,2.47,1.771,3.683,-1,-1,1.861,2.074,2.081,2.411,-1,-1,-1,-1,1.596,1.957,2.291,3.453,1.351,0.844,1.124,2.225,1.5,2.601,2.893,1.629,2.245,1.632,0.961,1.46,2.26,1.05,1.378,0.707,0.831,1.027,2.424,1.623,2.36,3.54,0.924,1.054,1.225,1.753,0.765,2.829,2.765,3.408,2.23,2.154,2.899,8.133,1.471,1.668,1.863,5.406,3.467,1.404,3.233,0.876,2.695,3.806,2.821,2.918,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,-1,-1,-1,-1,-1,-1,-1,1.648,-1,-1,1.65,-1,-1,-1,-1,-1,3.536,-1,-1,-1,-1,-1,-1,-1,-1,2.188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.791,-1,-1,-1,-1,1.521,1.651,1.653,2.183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1,1.697,-1,-1,1.604,-1,-1,-1,-1,-1,3.762,-1,-1,-1,-1,-1,-1,-1,-1,2.341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.708,-1,-1,-1,-1,1.627,1.723,1.704,2.231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.508,-1,-1,-1,-1,-1,3.345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,1.871,-1,-1,1.905,-1,-1,-1,-1,-1,4.171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,2.244,-1,-1,2.135,-1,-1,-1,-1,-1,5.164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.527,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,-1,-1,-1,-1,-1,-1,-1,1.847,-1,-1,1.768,-1,-1,-1,-1,-1,3.951,-1,-1,-1,-1,-1,-1,-1,-1,2.509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.881,-1,-1,-1,-1,1.844,1.896,2.031,2.494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,-1,-1,-1,-1,-1,-1,-1,2.143,-1,-1,1.999,-1,-1,-1,-1,-1,4.753,-1,-1,-1,-1,-1,-1,-1,-1,2.916,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.164,-1,-1,-1,-1,2.004,2.171,2.206,2.922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,0.743,-1,-1,0.778,-1,-1,-1,-1,-1,1.767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,-1,-1,-1,-1,-1,-1,-1,1.152,-1,-1,1.133,-1,-1,-1,-1,-1,2.528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,-1,-1,-1,-1,-1,-1,-1,2.62,-1,-1,2.57,-1,-1,-1,-1,-1,6.357,-1,-1,-1,-1,-1,-1,-1,-1,3.704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.802,-1,-1,-1,-1,2.596,2.732,2.895,3.644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,1.677,1.687,1.907,1.839,1.798,1.838,1.756,-1,1.473,1.499,1.493,1.559,-1,-1,-1,-1,3.345,3.421,3.535,3.594,3.595,1.732,1.616,2.118,1.825,2.065,2.112,2.143,2.199,2.141,1.621,1.581,1.608,2.1,2.099,2.672,2.308,2.225,2.532,2.56,2.657,2.739,2.556,2.553,2.675,2.53,2.689,-1,1.785,2.016,1.77,3.665,3.455,5.423,3.871,3.692,3.675,3.871,-1,2.113,2.177,1.621,1.914,-1,2.698,3.195,1.542,-1,1.576,2.052,1.637,1.779,1.817,1.861,3.428,1.59,1.756,2.11,2.544,2.62,2.621
15,0.731,-1,0.414,0.511,0.601,0.706,0.946,0.687,-1,0.906,-1,0.533,-1,-1,-1,-1,1.885,2.498,2.89,3.745,1.494,0.869,1.132,0.495,0.618,0.829,1.089,1.736,2.59,0.713,1.124,1.94,0.543,1.255,1.62,0.713,0.872,1.043,1.133,1.965,2.329,3.251,1.035,1.296,1.537,2.161,0.795,0.369,1.21,0.475,0.407,2.672,3.415,1.295,1.492,1.792,2.145,1.088,0.428,1.507,0.535,0.981,0.406,0.626,0.798,0.594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.714,-1,1.481,-1,-1
16,0.512,0.597,0.376,0.399,0.451,4.625,4.907,0.521,0.623,0.65,0.854,0.509,-1,-1,-1,-1,1.489,1.696,1.86,-1,1.357,0.578,-1,0.432,0.458,0.815,-1,-1,-1,0.614,0.778,-1,0.533,0.794,-1,0.574,0.735,0.69,0.921,1.39,1.68,-1,0.751,0.943,1.029,-1,0.743,0.304,-1,2.828,0.388,1.628,-1,1.078,1.071,1.352,1.522,1.069,0.378,-1,0.595,0.692,0.455,0.462,0.824,0.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.528,-1,1.186,-1,-1
